ID,Fecha,Categoria,Ventas,Clientes,Region,Descuento,Satisfaccion
117,2023-01-05 20:00:00,B,965.65,13,Norte,10,3.7
118,2023-01-05 21:00:00,C,59.91,44,Oeste,10,4.9
119,2023-01-05 22:00:00,A,891.48,47,Este,5,1.2
120,2023-01-05 23:00:00,B,581.11,9,Oeste,10,1.6
121,2023-01-06 00:00:00,B,568.28,34,Sur,0,2.8
122,2023-01-06 01:00:00,D,505.28,17,Este,15,2.5
123,2023-01-06 02:00:00,E,78.7,27,Este,20,4.1
124,2023-01-06 03:00:00,C,98.98,29,Este,5,1.6
125,2023-01-06 04:00:00,A,604.9,37,Sur,0,4.9
126,2023-01-06 05:00:00,D,347.55,43,Este,20,2.3
127,2023-01-06 06:00:00,E,918.1,22,Oeste,20,2.7
128,2023-01-06 07:00:00,D,412.52,24,Sur,20,2.1
129,2023-01-06 08:00:00,E,151.85,7,Este,10,3.3
130,2023-01-06 09:00:00,E,717.57,34,Oeste,10,1.2
131,2023-01-06 10:00:00,C,300.42,48,Oeste,10,1.6
132,2023-01-06 11:00:00,E,530.22,12,Norte,10,4.0
133,2023-01-06 12:00:00,D,700.85,23,Oeste,0,1.7
134,2023-01-06 13:00:00,E,901.26,15,Oeste,10,1.9
135,2023-01-06 14:00:00,C,794.27,33,Norte,5,4.2
136,2023-01-06 15:00:00,C,679.6,13,Norte,20,1.4
137,2023-01-06 16:00:00,D,682.84,23,Sur,0,2.7
138,2023-01-06 17:00:00,B,946.47,38,Oeste,10,1.1
139,2023-01-06 18:00:00,B,302.87,32,Sur,20,2.4
140,2023-01-06 19:00:00,E,11.1,45,Sur,0,3.8
141,2023-01-06 20:00:00,A,279.24,35,Este,20,1.4
142,2023-01-06 21:00:00,E,225.71,1,Sur,0,4.6
143,2023-01-06 22:00:00,D,665.22,47,Sur,15,4.6
144,2023-01-06 23:00:00,D,637.37,45,Sur,0,1.4
145,2023-01-07 00:00:00,D,597.53,5,Sur,10,5.0
146,2023-01-07 01:00:00,D,26.08,13,Norte,20,2.2
147,2023-01-07 02:00:00,D,731.49,5,Oeste,20,1.3
148,2023-01-07 03:00:00,C,330.3,32,Este,20,1.0
149,2023-01-07 04:00:00,B,668.41,21,Norte,5,2.6
150,2023-01-07 05:00:00,D,561.01,24,Este,5,3.5
151,2023-01-07 06:00:00,A,349.3,18,Este,10,2.3
152,2023-01-07 07:00:00,A,143.23,21,Norte,15,4.3
153,2023-01-07 08:00:00,A,103.47,10,Sur,5,3.9
154,2023-01-07 09:00:00,A,833.2,24,Norte,0,2.4
155,2023-01-07 10:00:00,C,919.21,40,Este,10,3.9
156,2023-01-07 11:00:00,A,653.29,47,Este,15,4.8
157,2023-01-07 12:00:00,D,112.4,21,Sur,0,1.4
158,2023-01-07 13:00:00,E,408.01,25,Norte,20,2.2
159,2023-01-07 14:00:00,A,731.65,23,Oeste,5,2.9
160,2023-01-07 15:00:00,C,782.02,22,Este,0,3.0
161,2023-01-07 16:00:00,C,127.04,4,Norte,15,3.2
162,2023-01-07 17:00:00,A,10.03,34,Sur,10,2.2
163,2023-01-07 18:00:00,E,715.02,6,Sur,0,3.7
164,2023-01-07 19:00:00,A,363.03,28,Oeste,10,3.6
165,2023-01-07 20:00:00,C,261.94,31,Este,20,3.3
166,2023-01-07 21:00:00,B,22.77,35,Oeste,15,1.5
167,2023-01-07 22:00:00,D,544.9,39,Oeste,15,2.9
168,2023-01-07 23:00:00,C,852.64,42,Oeste,5,2.4
169,2023-01-08 00:00:00,A,958.06,23,Oeste,15,3.0
170,2023-01-08 01:00:00,D,570.09,6,Sur,0,4.7
171,2023-01-08 02:00:00,A,519.32,16,Este,0,2.9
172,2023-01-08 03:00:00,A,94.21,2,Oeste,0,1.1
173,2023-01-08 04:00:00,B,553.38,24,Este,20,2.8
174,2023-01-08 05:00:00,D,386.18,17,Sur,15,4.3
175,2023-01-08 06:00:00,D,611.06,45,Sur,15,4.1
176,2023-01-08 07:00:00,B,394.84,1,Norte,0,3.1
177,2023-01-08 08:00:00,C,247.9,6,Norte,5,2.0
178,2023-01-08 09:00:00,A,104.02,5,Este,5,2.9
179,2023-01-08 10:00:00,E,321.77,45,Norte,15,3.3
180,2023-01-08 11:00:00,A,105.68,29,Oeste,15,5.0
181,2023-01-08 12:00:00,A,185.13,12,Este,10,3.6
182,2023-01-08 13:00:00,C,987.46,39,Sur,15,3.8
183,2023-01-08 14:00:00,A,449.66,47,Sur,0,3.0
184,2023-01-08 15:00:00,B,536.55,3,Oeste,20,2.4
185,2023-01-08 16:00:00,B,874.88,48,Norte,15,4.3
186,2023-01-08 17:00:00,D,995.61,1,Este,15,3.0
187,2023-01-08 18:00:00,E,586.89,27,Este,0,5.0
188,2023-01-08 19:00:00,A,814.35,48,Oeste,10,2.8
189,2023-01-08 20:00:00,A,333.67,24,Norte,15,1.3
190,2023-01-08 21:00:00,C,312.69,44,Este,5,3.7
191,2023-01-08 22:00:00,B,408.68,19,Oeste,5,1.2
192,2023-01-08 23:00:00,E,675.78,8,Este,5,2.0
193,2023-01-09 00:00:00,D,685.37,44,Sur,20,2.4
194,2023-01-09 01:00:00,B,322.09,47,Este,20,4.0
195,2023-01-09 02:00:00,D,141.88,2,Este,15,3.0
196,2023-01-09 03:00:00,C,636.07,30,Este,15,1.1
197,2023-01-09 04:00:00,C,137.04,30,Norte,15,3.5
198,2023-01-09 05:00:00,A,582.71,49,Norte,20,2.6
199,2023-01-09 06:00:00,E,696.49,39,Oeste,15,4.7
200,2023-01-09 07:00:00,D,703.61,45,Norte,0,3.0
201,2023-01-09 08:00:00,B,755.94,32,Este,10,3.8
202,2023-01-09 09:00:00,C,874.13,1,Este,5,1.9
203,2023-01-09 10:00:00,A,504.96,38,Norte,5,4.0
204,2023-01-09 11:00:00,A,732.95,13,Norte,0,3.9
205,2023-01-09 12:00:00,D,622.98,11,Este,15,4.6
206,2023-01-09 13:00:00,C,194.77,10,Este,20,1.1
207,2023-01-09 14:00:00,E,35.43,48,Sur,15,2.8
208,2023-01-09 15:00:00,C,291.7,26,Oeste,15,3.7
209,2023-01-09 16:00:00,D,448.6,20,Norte,5,1.4
210,2023-01-09 17:00:00,D,620.93,17,Oeste,5,2.6
211,2023-01-09 18:00:00,C,851.46,17,Este,20,4.8
212,2023-01-09 19:00:00,D,204.28,4,Oeste,5,2.7
213,2023-01-09 20:00:00,C,134.29,5,Norte,15,4.9
214,2023-01-09 21:00:00,B,963.85,23,Norte,0,1.2
215,2023-01-09 22:00:00,C,116.96,46,Oeste,20,3.9
216,2023-01-09 23:00:00,C,483.71,10,Norte,0,3.3
217,2023-01-10 00:00:00,D,589.71,46,Sur,15,3.0
218,2023-01-10 01:00:00,D,545.96,28,Este,20,4.9
219,2023-01-10 02:00:00,A,95.17,33,Este,0,1.5
220,2023-01-10 03:00:00,A,66.46,43,Norte,20,4.6
221,2023-01-10 04:00:00,B,114.43,26,Este,15,3.8
222,2023-01-10 05:00:00,A,589.73,48,Sur,20,2.0
223,2023-01-10 06:00:00,C,548.9,29,Norte,15,4.6
224,2023-01-10 07:00:00,D,241.4,27,Sur,20,2.7
225,2023-01-10 08:00:00,A,641.4,18,Sur,20,4.3
226,2023-01-10 09:00:00,A,821.87,40,Este,5,2.6
227,2023-01-10 10:00:00,B,51.16,10,Este,15,4.4
228,2023-01-10 11:00:00,B,503.15,42,Oeste,10,3.5
229,2023-01-10 12:00:00,C,692.42,5,Sur,20,1.6
230,2023-01-10 13:00:00,D,259.79,10,Este,0,3.6
231,2023-01-10 14:00:00,B,314.69,21,Sur,5,1.8
232,2023-01-10 15:00:00,A,617.5,24,Oeste,5,2.6
233,2023-01-10 16:00:00,D,898.96,38,Sur,20,1.7
234,2023-01-10 17:00:00,D,811.83,3,Norte,10,1.1
235,2023-01-10 18:00:00,A,587.3,40,Oeste,5,1.8
236,2023-01-10 19:00:00,B,732.92,31,Oeste,15,3.1
237,2023-01-10 20:00:00,A,371.17,41,Sur,20,2.9
238,2023-01-10 21:00:00,D,644.56,37,Sur,20,3.0
239,2023-01-10 22:00:00,E,471.52,2,Este,10,2.0
240,2023-01-10 23:00:00,E,198.04,2,Norte,15,3.7
241,2023-01-11 00:00:00,C,704.72,39,Oeste,15,3.8
242,2023-01-11 01:00:00,A,560.9,49,Oeste,10,2.4
243,2023-01-11 02:00:00,A,365.04,42,Oeste,0,4.5
244,2023-01-11 03:00:00,C,912.23,44,Este,15,3.6
245,2023-01-11 04:00:00,C,30.72,34,Norte,0,3.9
246,2023-01-11 05:00:00,C,322.62,42,Oeste,0,2.1
247,2023-01-11 06:00:00,D,66.31,20,Oeste,20,1.0
248,2023-01-11 07:00:00,A,768.86,33,Este,20,4.5
249,2023-01-11 08:00:00,D,705.09,4,Sur,5,4.3
250,2023-01-11 09:00:00,C,338.04,45,Oeste,20,1.5
251,2023-01-11 10:00:00,A,678.91,44,Norte,15,2.5
252,2023-01-11 11:00:00,D,401.98,11,Norte,15,3.6
253,2023-01-11 12:00:00,D,758.69,42,Norte,0,3.6
254,2023-01-11 13:00:00,C,459.64,47,Norte,15,4.4
255,2023-01-11 14:00:00,A,418.16,5,Este,20,1.6
256,2023-01-11 15:00:00,C,935.38,25,Oeste,20,2.7
257,2023-01-11 16:00:00,A,258.37,49,Este,20,1.4
258,2023-01-11 17:00:00,E,129.24,37,Norte,10,2.6
259,2023-01-11 18:00:00,B,588.7,34,Norte,15,1.1
260,2023-01-11 19:00:00,B,969.63,9,Norte,5,4.6
261,2023-01-11 20:00:00,B,384.06,6,Este,15,3.1
262,2023-01-11 21:00:00,C,71.42,18,Norte,15,4.4
263,2023-01-11 22:00:00,E,345.91,14,Oeste,10,1.2
264,2023-01-11 23:00:00,A,510.87,19,Norte,15,1.9
265,2023-01-12 00:00:00,D,170.3,14,Oeste,0,2.0
266,2023-01-12 01:00:00,A,661.52,40,Oeste,20,2.5
267,2023-01-12 02:00:00,D,997.77,17,Norte,20,4.2
268,2023-01-12 03:00:00,A,457.22,35,Este,10,2.5
269,2023-01-12 04:00:00,E,361.18,29,Sur,20,1.8
270,2023-01-12 05:00:00,D,406.7,42,Sur,0,1.3
271,2023-01-12 06:00:00,C,123.99,17,Oeste,10,1.3
272,2023-01-12 07:00:00,A,884.44,43,Este,5,4.0
273,2023-01-12 08:00:00,A,420.68,8,Sur,20,2.8
274,2023-01-12 09:00:00,D,393.4,1,Norte,15,3.9
275,2023-01-12 10:00:00,C,663.09,45,Norte,0,3.7
276,2023-01-12 11:00:00,C,447.61,36,Oeste,0,1.5
277,2023-01-12 12:00:00,E,651.75,7,Este,20,1.6
278,2023-01-12 13:00:00,C,70.83,46,Este,5,4.0
279,2023-01-12 14:00:00,C,815.59,5,Sur,15,3.9
280,2023-01-12 15:00:00,C,941.1,24,Sur,5,2.5
281,2023-01-12 16:00:00,B,652.28,28,Norte,5,1.3
282,2023-01-12 17:00:00,E,955.02,43,Oeste,20,1.0
283,2023-01-12 18:00:00,A,159.92,17,Este,15,2.2
284,2023-01-12 19:00:00,D,482.64,37,Sur,20,1.0
285,2023-01-12 20:00:00,A,605.79,20,Sur,20,1.9
286,2023-01-12 21:00:00,E,585.92,3,Oeste,0,2.7
287,2023-01-12 22:00:00,D,407.45,37,Oeste,20,1.5
288,2023-01-12 23:00:00,E,344.7,26,Norte,10,1.4
289,2023-01-13 00:00:00,C,135.56,15,Oeste,15,4.6
290,2023-01-13 01:00:00,D,397.83,48,Norte,0,3.3
291,2023-01-13 02:00:00,C,171.03,8,Norte,15,4.7
292,2023-01-13 03:00:00,A,737.02,13,Oeste,0,2.4
293,2023-01-13 04:00:00,A,216.74,48,Oeste,10,3.7
294,2023-01-13 05:00:00,D,67.98,3,Oeste,20,1.8
295,2023-01-13 06:00:00,D,556.84,1,Oeste,0,3.5
296,2023-01-13 07:00:00,E,599.28,9,Oeste,0,1.5
297,2023-01-13 08:00:00,E,873.19,31,Norte,0,1.0
298,2023-01-13 09:00:00,C,581.21,41,Sur,10,4.7
299,2023-01-13 10:00:00,D,352.03,26,Este,15,3.2
300,2023-01-13 11:00:00,A,804.98,17,Este,10,4.7
301,2023-01-13 12:00:00,E,544.88,34,Norte,0,2.3
302,2023-01-13 13:00:00,E,88.49,9,Norte,0,2.3
303,2023-01-13 14:00:00,A,570.19,13,Sur,20,2.6
304,2023-01-13 15:00:00,E,908.94,5,Oeste,10,3.8
305,2023-01-13 16:00:00,C,402.35,41,Norte,10,3.3
306,2023-01-13 17:00:00,D,303.36,13,Este,5,4.7
307,2023-01-13 18:00:00,A,152.03,1,Oeste,15,1.1
308,2023-01-13 19:00:00,D,159.93,25,Norte,5,3.8
309,2023-01-13 20:00:00,E,438.44,47,Oeste,5,2.3
310,2023-01-13 21:00:00,E,599.72,4,Este,15,1.7
311,2023-01-13 22:00:00,A,89.81,36,Oeste,20,3.0
312,2023-01-13 23:00:00,C,940.17,10,Norte,20,3.0
313,2023-01-14 00:00:00,B,757.58,28,Norte,15,1.5
314,2023-01-14 01:00:00,A,590.76,6,Este,15,1.8
315,2023-01-14 02:00:00,B,830.15,27,Sur,10,2.6
316,2023-01-14 03:00:00,B,89.38,12,Sur,10,2.6
317,2023-01-14 04:00:00,C,482.07,48,Oeste,10,2.3
318,2023-01-14 05:00:00,B,633.79,3,Norte,10,1.6
319,2023-01-14 06:00:00,B,830.37,46,Norte,0,1.0
320,2023-01-14 07:00:00,C,785.63,33,Este,0,4.9
321,2023-01-14 08:00:00,B,284.3,10,Este,20,4.8
322,2023-01-14 09:00:00,B,941.47,31,Norte,0,2.9
323,2023-01-14 10:00:00,B,133.1,15,Este,0,5.0
324,2023-01-14 11:00:00,A,876.38,7,Sur,10,3.7
325,2023-01-14 12:00:00,A,971.23,36,Sur,10,1.3
326,2023-01-14 13:00:00,A,185.38,14,Oeste,15,1.5
327,2023-01-14 14:00:00,C,724.85,48,Este,10,4.7
328,2023-01-14 15:00:00,E,49.88,14,Oeste,15,3.5
329,2023-01-14 16:00:00,B,411.37,3,Este,15,4.4
330,2023-01-14 17:00:00,B,521.12,49,Este,0,4.6
331,2023-01-14 18:00:00,C,584.84,46,Sur,10,2.8
332,2023-01-14 19:00:00,B,936.58,3,Norte,0,1.2
333,2023-01-14 20:00:00,A,675.53,22,Este,10,1.8
334,2023-01-14 21:00:00,E,486.47,19,Este,0,1.3
335,2023-01-14 22:00:00,D,811.58,35,Este,0,1.8
336,2023-01-14 23:00:00,B,951.03,12,Norte,0,2.6
337,2023-01-15 00:00:00,A,31.85,5,Oeste,20,1.5
338,2023-01-15 01:00:00,D,982.7,10,Oeste,0,1.7
339,2023-01-15 02:00:00,E,95.27,41,Este,5,2.8
340,2023-01-15 03:00:00,D,816.24,33,Este,5,2.4
341,2023-01-15 04:00:00,A,287.53,13,Oeste,5,2.9
342,2023-01-15 05:00:00,D,140.86,35,Oeste,15,2.7
343,2023-01-15 06:00:00,C,445.46,32,Sur,0,3.6
344,2023-01-15 07:00:00,D,647.52,11,Este,5,4.7
345,2023-01-15 08:00:00,B,387.14,48,Oeste,15,1.4
346,2023-01-15 09:00:00,B,64.02,38,Sur,5,1.4
347,2023-01-15 10:00:00,C,603.47,24,Norte,10,4.4
348,2023-01-15 11:00:00,A,903.38,35,Este,20,3.0
349,2023-01-15 12:00:00,B,389.38,19,Oeste,0,4.1
350,2023-01-15 13:00:00,E,224.17,6,Este,20,1.9
351,2023-01-15 14:00:00,B,448.15,40,Sur,20,4.3
352,2023-01-15 15:00:00,B,57.88,45,Oeste,10,4.7
353,2023-01-15 16:00:00,A,822.28,44,Norte,10,3.5
354,2023-01-15 17:00:00,D,828.08,42,Norte,10,1.4
355,2023-01-15 18:00:00,B,592.12,35,Sur,15,4.6
356,2023-01-15 19:00:00,C,359.57,4,Norte,5,4.2
357,2023-01-15 20:00:00,D,801.79,33,Norte,0,4.0
358,2023-01-15 21:00:00,E,559.14,13,Norte,10,1.1
359,2023-01-15 22:00:00,A,827.67,36,Norte,0,4.2
360,2023-01-15 23:00:00,E,635.14,43,Norte,0,1.6
361,2023-01-16 00:00:00,D,786.56,19,Norte,0,1.9
362,2023-01-16 01:00:00,D,602.58,43,Norte,10,3.3
363,2023-01-16 02:00:00,D,420.0,12,Oeste,10,2.1
364,2023-01-16 03:00:00,E,958.37,11,Norte,5,3.6
365,2023-01-16 04:00:00,D,545.7,6,Oeste,10,3.4
366,2023-01-16 05:00:00,E,609.04,12,Este,10,1.4
367,2023-01-16 06:00:00,D,228.28,27,Sur,0,3.6
368,2023-01-16 07:00:00,C,629.39,41,Norte,5,4.7
369,2023-01-16 08:00:00,D,575.89,25,Sur,20,1.6
370,2023-01-16 09:00:00,E,192.99,42,Norte,10,3.4
371,2023-01-16 10:00:00,B,68.99,3,Oeste,10,2.4
372,2023-01-16 11:00:00,D,608.32,3,Norte,20,2.8
373,2023-01-16 12:00:00,B,766.06,20,Este,0,2.1
374,2023-01-16 13:00:00,C,528.17,28,Sur,5,2.4
375,2023-01-16 14:00:00,A,234.5,23,Sur,0,1.1
376,2023-01-16 15:00:00,C,669.86,48,Este,15,4.9
377,2023-01-16 16:00:00,D,89.3,3,Oeste,10,3.5
378,2023-01-16 17:00:00,B,447.42,42,Oeste,15,3.0
379,2023-01-16 18:00:00,B,171.73,24,Este,10,2.5
380,2023-01-16 19:00:00,E,192.61,43,Sur,15,3.2
381,2023-01-16 20:00:00,B,210.27,40,Norte,20,2.5
382,2023-01-16 21:00:00,E,392.84,6,Oeste,10,2.4
383,2023-01-16 22:00:00,A,60.64,20,Norte,10,2.9
384,2023-01-16 23:00:00,D,403.82,11,Sur,15,2.1
385,2023-01-17 00:00:00,E,516.59,32,Norte,5,1.7
386,2023-01-17 01:00:00,A,488.46,27,Este,15,3.2
387,2023-01-17 02:00:00,B,388.96,21,Oeste,10,4.4
388,2023-01-17 03:00:00,B,840.76,44,Oeste,10,1.6
389,2023-01-17 04:00:00,A,153.87,48,Este,5,1.1
390,2023-01-17 05:00:00,B,510.64,13,Este,0,2.0
391,2023-01-17 06:00:00,A,71.42,22,Oeste,5,4.9
392,2023-01-17 07:00:00,E,80.44,35,Oeste,0,4.3
393,2023-01-17 08:00:00,E,578.13,47,Oeste,10,3.4
394,2023-01-17 09:00:00,A,570.36,22,Sur,20,4.7
395,2023-01-17 10:00:00,E,879.25,28,Sur,20,2.8
396,2023-01-17 11:00:00,E,562.29,21,Sur,15,4.9
397,2023-01-17 12:00:00,E,960.19,46,Norte,5,2.2
398,2023-01-17 13:00:00,C,58.21,18,Sur,5,2.0
399,2023-01-17 14:00:00,D,107.03,31,Oeste,20,3.6
400,2023-01-17 15:00:00,B,53.63,46,Sur,0,2.5
401,2023-01-17 16:00:00,C,193.42,37,Oeste,5,3.5
402,2023-01-17 17:00:00,E,545.86,21,Este,0,2.2
403,2023-01-17 18:00:00,A,649.12,14,Norte,0,3.5
404,2023-01-17 19:00:00,E,55.13,25,Norte,0,2.1
405,2023-01-17 20:00:00,D,946.51,27,Este,0,1.2
406,2023-01-17 21:00:00,E,843.74,40,Oeste,15,4.6
407,2023-01-17 22:00:00,A,303.65,23,Norte,15,4.5
408,2023-01-17 23:00:00,D,86.42,31,Sur,20,4.9
409,2023-01-18 00:00:00,E,178.19,47,Oeste,15,3.9
410,2023-01-18 01:00:00,D,135.67,29,Norte,5,3.7
411,2023-01-18 02:00:00,B,132.05,47,Este,15,3.2
412,2023-01-18 03:00:00,B,523.38,30,Oeste,5,1.5
413,2023-01-18 04:00:00,E,253.39,26,Norte,5,1.8
414,2023-01-18 05:00:00,D,364.56,20,Este,0,2.2
415,2023-01-18 06:00:00,A,989.61,38,Oeste,20,4.6
416,2023-01-18 07:00:00,E,687.47,19,Sur,0,1.7
417,2023-01-18 08:00:00,B,949.49,27,Oeste,0,4.7
418,2023-01-18 09:00:00,B,151.13,25,Sur,15,3.1
419,2023-01-18 10:00:00,E,388.32,40,Oeste,15,3.9
420,2023-01-18 11:00:00,D,559.18,38,Este,5,1.4
421,2023-01-18 12:00:00,B,85.99,23,Sur,15,2.1
